human,gender,cause,date_of_birth,date_of_death,country,occupation,religion
Francisco Pizarro,male,homicide,1478-03-16T00:00:00Z,1541-07-06T00:00:00Z,Spain,conquistador,Catholic Church
Bruce Lee,male,homicide,1940-11-27T00:00:00Z,1973-07-20T00:00:00Z,Hong Kong,martial artist,Taoism
Travis Alexander,male,homicide,1977-07-28T00:00:00Z,2008-06-04T00:00:00Z,United States of America,salesperson,Mormonism
Edson Luís de Lima Souto,male,homicide,1950-02-24T00:00:00Z,1968-03-28T00:00:00Z,Brazil,pupil,Catholic Church
Grigori Rasputin,male,homicide,1869-01-21T00:00:00Z,1916-12-30T00:00:00Z,Russian Empire,royal council,Russian Orthodox Church
Abu Musab al-Zarqawir,male,homicide,1966-10-30T00:00:00Z,2006-06-07T00:00:00Z,Jordan,Muslim Leadership Initiative,Sunni Islam
Grigori Rasputin,male,homicide,1869-01-21T00:00:00Z,1916-12-30T00:00:00Z,Russian Empire,curandero,Russian Orthodox Church
Kalpana Chawla,female,accident,1962-03-17T00:00:00Z,2003-02-01T00:00:00Z,India,aerospace engineer,Hinduism
The Jacka,male,homicide,1977-08-12T00:00:00Z,2015-02-02T00:00:00Z,United States of America,rapper,Islam
Studs Terkel,male,accident,1912-05-16T00:00:00Z,2008-10-31T00:00:00Z,United States of America,radio personality,atheism
Bruce Lee,male,homicide,1940-11-27T00:00:00Z,1973-07-20T00:00:00Z,United States of America,martial artist,Taoism
Filip Terčelj,male,homicide,1892-02-02T00:00:00Z,1946-01-07T00:00:00Z,Austria-Hungary,poet,Catholic Church
Anthim the Iberian,male,homicide,1650-01-01T00:00:00Z,1716-01-01T00:00:00Z,Georgia,calligrapher,Orthodox Christianity
Anwar el Sadat,male,homicide,1918-12-25T00:00:00Z,1981-10-06T00:00:00Z,Egypt,military personnel,Islam
Phoolan Devi,female,homicide,1963-08-10T00:00:00Z,2001-07-25T00:00:00Z,India,brigand,Buddhism
Abr Ahasani Gunnauri,male,homicide,1897-01-01T00:00:00Z,1973-11-08T00:00:00Z,British Raj,poet,Islam
Naji al-Ali,male,homicide,1937-01-01T00:00:00Z,1987-08-29T00:00:00Z,State of Palestine,caricaturist,Islam
Anwar el Sadat,male,homicide,1918-12-25T00:00:00Z,1981-10-06T00:00:00Z,Egypt,military personnel,Sunni Islam
Brian Sedgemore,male,accident,1937-03-17T00:00:00Z,2015-05-05T00:00:00Z,United Kingdom,non-fiction writer,atheism
Avijit Roy,male,homicide,1972-09-12T00:00:00Z,2015-02-26T00:00:00Z,United States of America,mechanical engineer,atheism
Grigori Rasputin,male,homicide,1869-01-21T00:00:00Z,1916-12-30T00:00:00Z,Russian Empire,peasant,Russian Orthodox Church
Narte Velikonja,male,homicide,1891-06-08T00:00:00Z,1945-06-25T00:00:00Z,Austria-Hungary,clerk,Catholic Church
Samir Khan,male,homicide,1985-12-25T00:00:00Z,2011-09-30T00:00:00Z,United States of America,chief executive officer,Islam
Pier Paolo Pasolini,male,homicide,1922-03-05T00:00:00Z,1975-11-02T00:00:00Z,Italy,poet,atheism
Avijit Roy,male,homicide,1972-09-12T00:00:00Z,2015-02-26T00:00:00Z,United States of America,biomedical engineer,atheism
Avijit Roy,male,homicide,1972-09-12T00:00:00Z,2015-02-26T00:00:00Z,United States of America,blogger,atheism
Marwa El-Sherbini,female,homicide,1977-10-07T00:00:00Z,2009-07-01T00:00:00Z,Egypt,pharmacist,Islam
Isadora Duncan,female,accident,1877-05-27T00:00:00Z,1927-09-14T00:00:00Z,United States of America,dancer,atheism
Thomas D. Schall,male,accident,1878-06-04T00:00:00Z,1935-12-22T00:00:00Z,United States of America,politician,Episcopal Church
Faisal of Saudi Arabia,male,homicide,1906-04-01T00:00:00Z,1975-03-25T00:00:00Z,Saudi Arabia,politician,Sunni Islam
Bassel al-Assad,male,accident,1960-03-23T00:00:00Z,1994-01-21T00:00:00Z,Syria,politician,Islam
Dag Hammarskjöld,male,accident,1905-07-29T00:00:00Z,1961-09-18T00:00:00Z,Sweden,politician,Lutheranism
Bassel al-Assad,male,accident,1960-03-23T00:00:00Z,1994-01-21T00:00:00Z,Syria,engineer,Islam
Dag Hammarskjöld,male,accident,1905-07-29T00:00:00Z,1961-09-18T00:00:00Z,Sweden,economist,Lutheranism
Hassan al-Banna,male,homicide,1906-10-14T00:00:00Z,1949-02-12T00:00:00Z,Egypt,politician,Islam
Béla I of Hungary,male,accident,1016-01-01T00:00:00Z,1063-09-17T00:00:00Z,Kingdom of Hungary,politician,Christianity
Michael J. Kirwan,male,accident,1886-12-02T00:00:00Z,1970-07-27T00:00:00Z,United States of America,politician,Catholic Church
Alberto Marvelli,male,accident,1918-03-21T00:00:00Z,1946-10-05T00:00:00Z,Italy,politician,Catholic Church
Kalpana Chawla,female,accident,1962-03-17T00:00:00Z,2003-02-01T00:00:00Z,United States of America,astronaut,Hinduism
Alberto Marvelli,male,accident,1918-03-21T00:00:00Z,1946-10-05T00:00:00Z,Italy,engineer,Catholic Church
Tadeusz Płoski,male,accident,1956-03-09T00:00:00Z,2010-04-10T00:00:00Z,Poland,military officer,Catholic Church
Zil-e-Huma Usman,female,homicide,1971-09-16T00:00:00Z,2007-02-20T00:00:00Z,Pakistan,politician,Islam
Norman Brookman,male,accident,1884-01-22T00:00:00Z,1949-04-26T00:00:00Z,United Kingdom of Great Britain and Ireland,agriculturer,Anglicanism
Inês de Castro,female,homicide,1325-01-01T00:00:00Z,1355-01-15T00:00:00Z,Crown of Castile,politician,Catholicism
Aslan Maskhadov,male,homicide,1951-09-21T00:00:00Z,2005-03-08T00:00:00Z,Chechen Republic of Ichkeria,politician,Islam
Meir Kahane,male,homicide,1932-08-01T00:00:00Z,1990-11-05T00:00:00Z,Israel,politician,Judaism
Abel P. Upshur,male,accident,1790-06-17T00:00:00Z,1844-02-28T00:00:00Z,United States of America,politician,Episcopal Church
Dodi Fayed,male,accident,1955-04-15T00:00:00Z,1997-08-31T00:00:00Z,Egypt,entrepreneur,Islam
Meir Kahane,male,homicide,1932-08-01T00:00:00Z,1990-11-05T00:00:00Z,Israel,rabbi,Judaism
Omar El-Hariri,male,accident,1944-01-01T00:00:00Z,2015-11-02T00:00:00Z,Libya,politician,Sunni Islam
Tawfiq Ziad,male,accident,1929-05-07T00:00:00Z,1994-07-05T00:00:00Z,Israel,politician,Islam
Avitus,male,homicide,0395-01-01T00:00:00Z,0457-01-01T00:00:00Z,ancient Rome,politician,Catholic Church
Ivan Aguéli,male,accident,1869-05-24T00:00:00Z,1917-10-01T00:00:00Z,Sweden,politician,Islam
Aleksandr Myasnikyan,male,accident,1886-02-09T00:00:00Z,1925-03-22T00:00:00Z,Soviet Union,politician,atheism
Aslan Maskhadov,male,homicide,1951-09-21T00:00:00Z,2005-03-08T00:00:00Z,Chechen Republic of Ichkeria,politician,Sunni Islam
Marc Bolan,male,accident,1947-09-30T00:00:00Z,1977-09-16T00:00:00Z,United Kingdom,singer,Judaism
Abel P. Upshur,male,accident,1790-06-17T00:00:00Z,1844-02-28T00:00:00Z,United States of America,diplomat,Episcopal Church
Zhang Zuolin,male,homicide,1875-03-19T00:00:00Z,1928-06-04T00:00:00Z,Republic of China (1912–1949),politician,Buddhism
Abdullah Çatlı,male,accident,1956-06-01T00:00:00Z,1996-11-03T00:00:00Z,Turkey,politician,Islam
Norman Brookman,male,accident,1884-01-22T00:00:00Z,1949-04-26T00:00:00Z,United Kingdom of Great Britain and Ireland,politician,Anglicanism
Meir Kahane,male,homicide,1932-08-01T00:00:00Z,1990-11-05T00:00:00Z,United States of America,politician,Judaism
Aslan Maskhadov,male,homicide,1951-09-21T00:00:00Z,2005-03-08T00:00:00Z,Soviet Union,politician,Islam
Meir Kahane,male,homicide,1932-08-01T00:00:00Z,1990-11-05T00:00:00Z,United States of America,rabbi,Judaism
Benigno Aquino Jr.,male,homicide,1932-11-27T00:00:00Z,1983-08-21T00:00:00Z,Philippines,politician,Catholicism
Folke Bernadotte,male,homicide,1895-01-02T00:00:00Z,1948-09-17T00:00:00Z,Sweden,politician,Lutheranism
Mohammad Najibullah,male,homicide,1947-08-06T00:00:00Z,1996-09-28T00:00:00Z,Afghanistan,politician,Sunni Islam
Spencer Perceval,male,homicide,1762-11-01T00:00:00Z,1812-05-11T00:00:00Z,United Kingdom of Great Britain and Ireland,politician,Anglicanism
Aslan Maskhadov,male,homicide,1951-09-21T00:00:00Z,2005-03-08T00:00:00Z,Soviet Union,politician,Sunni Islam
Folke Bernadotte,male,homicide,1895-01-02T00:00:00Z,1948-09-17T00:00:00Z,Sweden,diplomat,Lutheranism
Yevhen Kushnaryov,male,accident,1951-01-29T00:00:00Z,2007-01-17T00:00:00Z,Ukraine,politician,Orthodox Christianity
Hugh Kelly,male,accident,1848-12-02T00:00:00Z,1891-01-13T00:00:00Z,Australia,agriculturer,Methodism
Mohammad Najibullah,male,homicide,1947-08-06T00:00:00Z,1996-09-28T00:00:00Z,Afghanistan,diplomat,Sunni Islam
Yevhen Kushnaryov,male,accident,1951-01-29T00:00:00Z,2007-01-17T00:00:00Z,Ukraine,economist,Orthodox Christianity
Vazgen Sargsyan,male,homicide,1959-03-05T00:00:00Z,1999-10-27T00:00:00Z,Soviet Union,politician,Armenian Apostolic Church
"William Frederick, Prince of Nassau-Dietz",male,accident,1613-08-07T00:00:00Z,1664-10-31T00:00:00Z,Netherlands,politician,Calvinism
Ronald McNair,male,accident,1950-10-21T00:00:00Z,1986-01-28T00:00:00Z,United States of America,physicist,Bahá'í Faith
Suleyman Shah,male,accident,1178-01-01T00:00:00Z,1236-01-01T00:00:00Z,Ottoman Empire,politician,Islam
Dodi Fayed,male,accident,1955-04-15T00:00:00Z,1997-08-31T00:00:00Z,United Kingdom,entrepreneur,Islam
Kees Raedts,male,accident,1898-05-08T00:00:00Z,1983-04-09T00:00:00Z,Kingdom of the Netherlands,politician,Catholic Church
Binyamin Ze'ev Kahane,male,homicide,1966-10-03T00:00:00Z,2000-12-31T00:00:00Z,United States of America,politician,Judaism
Zuheir Mohsen,male,homicide,1936-01-01T00:00:00Z,1979-07-25T00:00:00Z,State of Palestine,politician,Islam
Binyamin Ze'ev Kahane,male,homicide,1966-10-03T00:00:00Z,2000-12-31T00:00:00Z,United States of America,rabbi,Judaism
Harald Bredesen,male,accident,1918-08-18T00:00:00Z,2006-12-29T00:00:00Z,United States of America,pastor,Lutheranism
Joseph Johnson,male,accident,1848-02-12T00:00:00Z,1904-06-18T00:00:00Z,United Kingdom of Great Britain and Ireland,politician,Catholicism
Ziaur Rahman,male,homicide,1936-01-19T00:00:00Z,1981-05-30T00:00:00Z,British Raj,politician,Sunni Islam
Humberto de Alencar Castelo Branco,male,accident,1900-09-20T00:00:00Z,1967-07-18T00:00:00Z,Brazil,politician,Catholic Church
Ja'far Pishevari,male,accident,1892-01-01T00:00:00Z,1947-06-11T00:00:00Z,Azerbaijan,politician,Islam
Abdul-Halim Sadulayev,male,homicide,1966-06-02T00:00:00Z,2006-06-17T00:00:00Z,Russia,politician,Sunni Islam
Norman Brookman,male,accident,1884-01-22T00:00:00Z,1949-04-26T00:00:00Z,Australia,agriculturer,Anglicanism
Henry K. Lattin,male,accident,1806-01-05T00:00:00Z,1894-11-21T00:00:00Z,United States of America,agriculturer,Episcopal Church
Paul Wellstone,male,accident,1944-07-21T00:00:00Z,2002-10-25T00:00:00Z,United States of America,politician,Judaism
George Orwell,male,accident,1903-06-25T00:00:00Z,1950-01-21T00:00:00Z,United Kingdom of Great Britain and Ireland,war correspondent,Anglicanism
Paul Gillmor,male,accident,1939-02-01T00:00:00Z,2007-09-05T00:00:00Z,United States of America,politician,Methodism
Ja'far Pishevari,male,accident,1892-01-01T00:00:00Z,1947-06-11T00:00:00Z,Iran,politician,Islam
Paul Gillmor,male,accident,1939-02-01T00:00:00Z,2007-09-05T00:00:00Z,United States of America,military officer,Methodism
James II of Scotland,male,accident,1430-10-25T00:00:00Z,1460-08-12T00:00:00Z,Kingdom of Scotland,politician,Catholic Church
Norman Brookman,male,accident,1884-01-22T00:00:00Z,1949-04-26T00:00:00Z,Australia,politician,Anglicanism
Aleksandr Myasnikyan,male,accident,1886-02-09T00:00:00Z,1925-03-22T00:00:00Z,Russian Empire,politician,atheism
Magnus the Good,male,accident,1024-01-01T00:00:00Z,1047-10-25T00:00:00Z,Norway,politician,Christianity
Jean-Jacques Dessalines,male,homicide,1758-09-20T00:00:00Z,1806-10-17T00:00:00Z,Haiti,politician,Catholic Church
Ja'far Pishevari,male,accident,1892-01-01T00:00:00Z,1947-06-11T00:00:00Z,Soviet Union,politician,Islam
Jihad Mughniyah,male,homicide,1991-05-02T00:00:00Z,2015-01-18T00:00:00Z,Lebanon,politician,Islam
Boutros Ghali,male,homicide,1846-01-01T00:00:00Z,1910-02-21T00:00:00Z,Egypt,politician,Christianity
Milan Rastislav Štefánik,male,accident,1880-07-21T00:00:00Z,1919-05-04T00:00:00Z,France,politician,Lutheranism
Milan Rastislav Štefánik,male,accident,1880-07-21T00:00:00Z,1919-05-04T00:00:00Z,Czechoslovakia,politician,Lutheranism
Christina Grimmie,female,homicide,1994-03-12T00:00:00Z,2016-06-10T00:00:00Z,United States of America,singer,Christianity
Milan Rastislav Štefánik,male,accident,1880-07-21T00:00:00Z,1919-05-04T00:00:00Z,France,military officer,Lutheranism
Milan Rastislav Štefánik,male,accident,1880-07-21T00:00:00Z,1919-05-04T00:00:00Z,Czechoslovakia,military officer,Lutheranism
George Orwell,male,accident,1903-06-25T00:00:00Z,1950-01-21T00:00:00Z,United Kingdom,war correspondent,Anglicanism
Béla I of Hungary,male,accident,1016-01-01T00:00:00Z,1063-09-17T00:00:00Z,Hungary,politician,Christianity
Ziaur Rahman,male,homicide,1936-01-19T00:00:00Z,1981-05-30T00:00:00Z,Pakistan,politician,Sunni Islam
Stefanos Sarafis,male,accident,1890-10-23T00:00:00Z,1957-05-31T00:00:00Z,Greece,politician,Greek Orthodox Church
Sanjay Gandhi,male,accident,1948-12-14T00:00:00Z,1980-06-23T00:00:00Z,India,politician,Hinduism
Joseph Johnson,male,accident,1848-02-12T00:00:00Z,1904-06-18T00:00:00Z,Australia,politician,Catholicism
Symon Petliura,male,homicide,1879-05-22T00:00:00Z,1926-05-25T00:00:00Z,Russian Empire,politician,Orthodox Christianity
Kim Koo,male,homicide,1876-08-29T00:00:00Z,1949-06-26T00:00:00Z,South Korea,politician,Protestantism
Ahmad Shah Massoud,male,homicide,1953-09-02T00:00:00Z,2001-09-09T00:00:00Z,Afghanistan,politician,Sunni Islam
Ziaur Rahman,male,homicide,1936-01-19T00:00:00Z,1981-05-30T00:00:00Z,Bangladesh,politician,Sunni Islam
Lech Kaczyński,male,accident,1949-06-18T00:00:00Z,2010-04-10T00:00:00Z,Poland,politician,Catholic Church
Abdul Salam Arif,male,accident,1921-03-21T00:00:00Z,1966-04-13T00:00:00Z,Iraq,politician,Sunni Islam
Thomas D. Schall,male,accident,1878-06-04T00:00:00Z,1935-12-22T00:00:00Z,United States of America,lawyer,Episcopal Church
Stefanos Sarafis,male,accident,1890-10-23T00:00:00Z,1957-05-31T00:00:00Z,Greece,military personnel,Greek Orthodox Church
Ahmad Shah Massoud,male,homicide,1953-09-02T00:00:00Z,2001-09-09T00:00:00Z,Afghanistan,military personnel,Sunni Islam
Veronica Guerin,female,homicide,1958-07-05T00:00:00Z,1996-06-26T00:00:00Z,Ireland,writer,Catholic Church
Julio Meinvielle,male,accident,1905-08-31T00:00:00Z,1973-08-02T00:00:00Z,Argentina,writer,Catholicism
Abdul Salam Arif,male,accident,1921-03-21T00:00:00Z,1966-04-13T00:00:00Z,Iraq,military personnel,Sunni Islam
Dag Hammarskjöld,male,accident,1905-07-29T00:00:00Z,1961-09-18T00:00:00Z,Sweden,writer,Lutheranism
Dag Hammarskjöld,male,accident,1905-07-29T00:00:00Z,1961-09-18T00:00:00Z,Sweden,poet,Lutheranism
Liaquat Ali Khan,male,homicide,1896-10-01T00:00:00Z,1951-10-16T00:00:00Z,British Raj,lawyer,Islam
Bertram of St. Genesius,male,homicide,1258-01-01T00:00:00Z,1350-06-06T00:00:00Z,France,priest,Catholic Church
Abel P. Upshur,male,accident,1790-06-17T00:00:00Z,1844-02-28T00:00:00Z,United States of America,lawyer,Episcopal Church
Tawfiq Ziad,male,accident,1929-05-07T00:00:00Z,1994-07-05T00:00:00Z,Israel,writer,Islam
Tawfiq Ziad,male,accident,1929-05-07T00:00:00Z,1994-07-05T00:00:00Z,Israel,poet,Islam
Ivan Aguéli,male,accident,1869-05-24T00:00:00Z,1917-10-01T00:00:00Z,Sweden,writer,Islam
Avitus,male,homicide,0395-01-01T00:00:00Z,0457-01-01T00:00:00Z,ancient Rome,priest,Catholic Church
James I of Scotland,male,homicide,1394-08-02T00:00:00Z,1437-03-02T00:00:00Z,Kingdom of Scotland,poet,Christianity
Jim Kelsey,male,accident,1952-08-27T00:00:00Z,2007-06-03T00:00:00Z,United States of America,priest,Anglicanism
Thomas Merton,male,accident,1915-01-31T00:00:00Z,1968-12-10T00:00:00Z,United States of America,writer,Catholic Church
Thomas Merton,male,accident,1915-01-31T00:00:00Z,1968-12-10T00:00:00Z,United States of America,poet,Catholic Church
Joseph Lancaster,male,accident,1778-11-25T00:00:00Z,1838-10-23T00:00:00Z,United Kingdom of Great Britain and Ireland,teacher,Religious Society of Friends
Mohammad Najibullah,male,homicide,1947-08-06T00:00:00Z,1996-09-28T00:00:00Z,Afghanistan,physician,Sunni Islam
Spencer Perceval,male,homicide,1762-11-01T00:00:00Z,1812-05-11T00:00:00Z,United Kingdom of Great Britain and Ireland,lawyer,Anglicanism
George Orwell,male,accident,1903-06-25T00:00:00Z,1950-01-21T00:00:00Z,United Kingdom of Great Britain and Ireland,writer,Anglicanism
Liaquat Ali Khan,male,homicide,1896-10-01T00:00:00Z,1951-10-16T00:00:00Z,Pakistan,lawyer,Islam
Yip Harburg,male,accident,1896-04-08T00:00:00Z,1981-03-05T00:00:00Z,United States of America,composer,atheism
George Orwell,male,accident,1903-06-25T00:00:00Z,1950-01-21T00:00:00Z,United Kingdom of Great Britain and Ireland,poet,Anglicanism
Ferdinand Hamer,male,homicide,1840-08-21T00:00:00Z,1900-07-23T00:00:00Z,Kingdom of the Netherlands,priest,Catholic Church
Florianus,male,homicide,0232-08-19T00:00:00Z,0276-08-01T00:00:00Z,ancient Rome,military personnel,religion in ancient Rome
Folke Bernadotte,male,homicide,1895-01-02T00:00:00Z,1948-09-17T00:00:00Z,Sweden,military personnel,Lutheranism
Waldir Lopes de Castro,male,accident,1931-02-02T00:00:00Z,2001-12-22T00:00:00Z,Brazil,priest,Catholicism
Joseph Johnson,male,accident,1848-02-12T00:00:00Z,1904-06-18T00:00:00Z,United Kingdom of Great Britain and Ireland,businessperson,Catholicism
Paul Gillmor,male,accident,1939-02-01T00:00:00Z,2007-09-05T00:00:00Z,United States of America,lawyer,Methodism
Humberto de Alencar Castelo Branco,male,accident,1900-09-20T00:00:00Z,1967-07-18T00:00:00Z,Brazil,military personnel,Catholic Church
George Orwell,male,accident,1903-06-25T00:00:00Z,1950-01-21T00:00:00Z,United Kingdom,writer,Anglicanism
George Orwell,male,accident,1903-06-25T00:00:00Z,1950-01-21T00:00:00Z,United Kingdom,poet,Anglicanism
Leonard Cohen,male,accident,1934-09-21T00:00:00Z,2016-11-07T00:00:00Z,Canada,writer,Buddhism
Faustino Oteiza Segura,male,homicide,1890-02-14T00:00:00Z,1936-08-09T00:00:00Z,Spain,teacher,Catholic Church
Leonard Cohen,male,accident,1934-09-21T00:00:00Z,2016-11-07T00:00:00Z,Canada,poet,Buddhism
Emilio Ruiz Muñoz,male,homicide,1874-01-01T00:00:00Z,1936-09-04T00:00:00Z,Spain,writer,Catholic Church
Joseph Lancaster,male,accident,1778-11-25T00:00:00Z,1838-10-24T00:00:00Z,United Kingdom of Great Britain and Ireland,teacher,Religious Society of Friends
Emilio Ruiz Muñoz,male,homicide,1874-01-01T00:00:00Z,1936-09-04T00:00:00Z,Spain,priest,Catholic Church
Shakil Auj,male,homicide,1960-01-01T00:00:00Z,2014-09-18T00:00:00Z,Pakistan,writer,Islam
Leonard Cohen,male,accident,1934-09-21T00:00:00Z,2016-11-07T00:00:00Z,Canada,writer,Judaism
Leonard Cohen,male,accident,1934-09-21T00:00:00Z,2016-11-07T00:00:00Z,Canada,poet,Judaism
Thomas Birch,male,accident,1705-11-23T00:00:00Z,1766-01-09T00:00:00Z,Kingdom of Great Britain,writer,Anglicanism
Samuel Wilberforce,male,accident,1805-09-07T00:00:00Z,1873-07-19T00:00:00Z,United Kingdom of Great Britain and Ireland,priest,Anglicanism
Émile Zola,male,accident,1840-04-02T00:00:00Z,1902-09-29T00:00:00Z,France,writer,atheism
Joseph Johnson,male,accident,1848-02-12T00:00:00Z,1904-06-18T00:00:00Z,Australia,businessperson,Catholicism
Lech Kaczyński,male,accident,1949-06-18T00:00:00Z,2010-04-10T00:00:00Z,Poland,lawyer,Catholic Church
"Alfonso, Duke of Anjou and Cádiz",male,accident,1936-04-20T00:00:00Z,1989-01-30T00:00:00Z,France,diplomat,Catholic Church
David Bosch,male,accident,1929-12-13T00:00:00Z,1992-04-15T00:00:00Z,South Africa,theologian,Calvinism
Ildebrando Antoniutti,male,accident,1898-08-03T00:00:00Z,1974-08-01T00:00:00Z,Italy,diplomat,Catholicism
Shuba Jaya,female,accident,1976-07-15T00:00:00Z,2014-07-17T00:00:00Z,Malaysia,actor,Hinduism
Veronica Guerin,female,homicide,1958-07-05T00:00:00Z,1996-06-26T00:00:00Z,Ireland,association football player,Catholic Church
David Bosch,male,accident,1929-12-13T00:00:00Z,1992-04-15T00:00:00Z,South Africa,university teacher,Calvinism
Veronica Guerin,female,homicide,1958-07-05T00:00:00Z,1996-06-26T00:00:00Z,Ireland,journalist,Catholic Church
Ildebrando Antoniutti,male,accident,1898-08-03T00:00:00Z,1974-08-01T00:00:00Z,Italy,Catholic priest,Catholicism
Jacques Hamel,male,homicide,1930-11-30T00:00:00Z,2016-07-26T00:00:00Z,France,Catholic priest,Catholic Church
Hassan al-Banna,male,homicide,1906-10-14T00:00:00Z,1949-02-12T00:00:00Z,Egypt,theologian,Islam
Dag Hammarskjöld,male,accident,1905-07-29T00:00:00Z,1961-09-18T00:00:00Z,Sweden,banker,Lutheranism
Dag Hammarskjöld,male,accident,1905-07-29T00:00:00Z,1961-09-18T00:00:00Z,Sweden,diplomat,Lutheranism
Theo van Gogh,male,homicide,1957-07-23T00:00:00Z,2004-11-02T00:00:00Z,Kingdom of the Netherlands,columnist,atheism
Julio Meinvielle,male,accident,1905-08-31T00:00:00Z,1973-08-02T00:00:00Z,Argentina,Catholic priest,Catholicism
Tadeusz Płoski,male,accident,1956-03-09T00:00:00Z,2010-04-10T00:00:00Z,Poland,university teacher,Catholic Church
Grace Kelly,female,accident,1929-11-12T00:00:00Z,1982-09-14T00:00:00Z,United States of America,actor,Catholic Church
Charles Caruana,male,accident,1932-10-09T00:00:00Z,2010-10-01T00:00:00Z,United Kingdom,Catholic priest,Catholicism
Tadeusz Płoski,male,accident,1956-03-09T00:00:00Z,2010-04-10T00:00:00Z,Poland,Catholic priest,Catholic Church
Veronica Guerin,female,homicide,1958-07-05T00:00:00Z,1996-06-26T00:00:00Z,Ireland,accountant,Catholic Church
